,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,YOB,Item_Outlet_Sales
204,FDL26,18,Low Fat,0.073341257,Canned,155.7972,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3314.002794
205,FDA56,9.21,Low Fat,0.00880049,Fruits and Vegetables,123.0414,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1567.431319
206,FDN27,20.85,Low Fat,0.039562497,Meat,118.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1687.3704
207,FDM20,10,Low Fat,0.038745948,Fruits and Vegetables,245.0144,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,4319.742653
208,FDO16,5.48,Low Fat,0.015193653,Frozen Foods,82.825,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1954.59283
209,FDL03,19.25,Regular,0.027075481,Meat,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3279.048398
210,FDE58,18.5,Low Fat,0.052068722,Snack Foods,117.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2059.498729
211,FDI02,12.5,Regular,0.114010306,Canned,112.2202,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2915.133502
212,NCC55,12.5,Low Fat,0.111641021,Household,38.8848,OUT019,1985,Small,Tier 1,Grocery Store,34,149.3702093
213,FDR03,15.7,Regular,0.008771522,Meat,205.798,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3133.612695
214,FDB14,20.25,Regular,0.103304968,Canned,92.612,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1584.849193
215,FDR45,10.8,Low Fat,0.028919203,Snack Foods,240.9222,OUT013,1987,High,Tier 3,Supermarket Type1,32,4051.74742
216,NCN07,18.5,Low Fat,0.034136703,Others,130.0284,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2148.424246
217,FDM51,12.5,Regular,0.045393469,Meat,102.2674,OUT019,1985,Small,Tier 1,Grocery Store,34,297.5135568
218,FDT52,12.5,Regular,0.047199898,Frozen Foods,244.9144,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5524.562478
219,FDL26,18,Low Fat,0.07319282,Canned,154.2972,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2593.460063
220,NCZ42,10.5,Low Fat,0.011287929,Household,238.9248,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3253.810455
221,DRI47,12.5,Low Fat,0.036628533,Hard Drinks,145.6128,OUT019,1985,Small,Tier 1,Grocery Store,34,429.0415964
222,FDW40,14,Regular,0.105057952,Frozen Foods,141.1812,OUT013,1987,High,Tier 3,Supermarket Type1,32,2338.703497
223,FDN34,15.6,Regular,0,Snack Foods,169.2132,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3243.621636
224,FDS01,11.6,Low Fat,0.017741644,Canned,178.3686,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3115.573402
225,NCG55,16.25,Low Fat,0.039225553,Household,116.2176,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1875.09981
226,FDC11,20.5,Low Fat,0.141766029,Starchy Foods,87.4172,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1508.892372
227,FDX35,5.035,Regular,0.080236064,Breads,226.4036,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3128.977242
228,NCB06,17.6,Low Fat,0.082332074,Health and Hygiene,160.392,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2395.558398
229,FDR09,12.5,Low Fat,0.136085739,Snack Foods,259.8962,OUT019,1985,Small,Tier 1,Grocery Store,34,550.9764652
230,FDC53,8.68,Low Fat,0.008885672,Frozen Foods,96.9384,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1722.741695
231,FDY45,17.5,Low Fat,0,Snack Foods,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,32,3889.779926
232,FDA22,7.435,Low Fat,0.141355941,Starchy Foods,168.5158,OUT010,1998,Medium,Tier 3,Grocery Store,21,450.1119748
233,FDE02,8.71,Low Fat,0.121227447,Canned,95.2778,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1755.806447
234,FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1712.648865
235,FDV34,10.695,Regular,0.011425458,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1364.910713
236,FDS59,14.8,Regular,0.043961689,Breads,109.157,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2121.966229
237,NCW17,18,Low Fat,0.01949589,Health and Hygiene,127.8994,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2516.860127
238,NCK54,12.15,Low Fat,0.029523375,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1961.026289
239,FDG17,12.5,Regular,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,Tier 1,Grocery Store,34,599.5682159
240,FDG35,21.2,Regular,0,Starchy Foods,173.0738,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3429.548275
241,FDD08,8.3,Low Fat,0.059175953,Fruits and Vegetables,37.8506,OUT010,1998,Medium,Tier 3,Grocery Store,21,143.2319882
242,NCO07,9.06,Low Fat,0.009831566,Others,211.156,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3750.041115
243,FDJ10,5.095,Regular,0.216762584,Snack Foods,142.2838,OUT010,1998,Medium,Tier 3,Grocery Store,21,267.8377728
244,FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1663.06645
245,FDW21,5.34,Regular,0,Snack Foods,101.0358,OUT010,1998,Medium,Tier 3,Grocery Store,21,242.2670102
246,FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2128.520834
247,DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,32,725.5930531
248,NCC55,10.695,Low Fat,0.063862271,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,749.9244035
249,FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,1998,Medium,Tier 3,Grocery Store,21,161.290767
250,FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4592.165808
251,FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,239.4564,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4096.283553
252,FDX09,9,Low Fat,0.1092139,Snack Foods,175.037,OUT010,1998,Medium,Tier 3,Grocery Store,21,431.725101
253,FDH40,12.5,Regular,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,34,262.6614196
254,FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1914.477325
255,FDC47,15,Low Fat,0.11956313,Snack Foods,227.2694,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4702.580246
256,NCR41,17.85,Low Fat,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1623.831647
257,DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4618.354549
258,FDC52,12.5,Regular,0.008239804,Dairy,152.2708,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3991.581277
259,FDY13,12.1,Low Fat,0.030127406,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1314.67114
260,FDY35,17.6,Regular,0.016014343,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1,32,884.5360197
261,FDI35,14,Low Fat,0.041524729,Starchy Foods,181.7634,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3966.520196
262,NCU18,15.1,Low Fat,0.055926872,Household,141.4496,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2474.840607
263,FDY33,14.5,Regular,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2696.731961
264,FDC15,12.5,Low Fat,0.177107232,Dairy,157.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3904.343106
265,FDU01,20.25,Regular,0,Canned,186.4924,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3407.873222
266,NCU42,9,Low Fat,0.019506654,Household,169.5474,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3228.080961
267,NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2353.934104
268,NCY30,20.25,Low Fat,0.02610006,Household,182.8976,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2981.62836
269,FDQ46,7.51,Low Fat,0.103974431,Snack Foods,112.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1820.960653
270,FDG58,12.5,Regular,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3894.884659
271,FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.256,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4136.149625
272,NCD07,9.1,Low Fat,0.055541153,Household,115.6518,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1343.736387
273,NCX29,12.5,Low Fat,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3732.297535
274,NCT42,5.88,Low Fat,0.024866609,Household,148.3392,OUT013,1987,High,Tier 3,Supermarket Type1,32,2447.981794
275,DRN59,15,Low Fat,0.064129493,Hard Drinks,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,15,808.7752416
276,FDI44,16.1,Low Fat,0.100213917,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1459.106492
277,FDA45,21.25,Low Fat,0.155621254,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2245.959332
278,FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,945.4329437
279,FDY01,11.8,Regular,0.170283492,Canned,115.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1927.010126
280,FDT09,15.15,Regular,0.012313256,Snack Foods,132.8284,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1951.694221
281,DRH03,12.5,Low Fat,0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2389.875962
282,FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2535.929144
283,NCF31,9.13,Low Fat,0.052140695,Household,153.4024,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2332.056518
284,FDG14,9,Regular,0.050579228,Canned,151.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2844.079785
285,FDG28,12.5,Regular,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5466.710631
286,FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3780.09641
287,FDY47,12.5,Regular,0.095395258,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store,34,311.8289481
288,FDI56,7.325,Low Fat,0.093530571,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1496.98768
289,DRD01,12.1,Regular,0.061124626,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,32,879.9222438
290,FDM22,14,Regular,0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1150.975331
291,FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,32,710.5502656
292,DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,32,2050.672064
293,NCQ38,16.35,Low Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1648.065336
294,FDO16,12.5,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2302.153943
295,FDU07,12.5,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3862.93118
296,NCB07,19.2,Low Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,32,2606.834945
297,FDU48,18.85,Low Fat,0.055470721,Baking Goods,132.1284,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1597.025173
298,NCM43,14.5,Low Fat,0.019514867,Others,165.121,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2542.151898
299,FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,Medium,Tier 3,Grocery Store,21,321.9198473
300,DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,513.644522
301,NCI30,20.25,Low Fat,0.098645981,Household,244.746,OUT010,1998,Medium,Tier 3,Grocery Store,21,752.6637325
302,DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3097.658626
303,NCG19,20.25,Low Fat,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3011.475973
304,FDH12,9.6,Low Fat,0.084937598,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1653.930228
305,FDM32,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1720.222509
306,FDM27,12.35,Regular,0.158439388,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2608.431725
307,NCU53,12.5,Low Fat,0,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4147.892251
308,NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1849.607952
309,FDS10,19.2,Low Fat,0.035156307,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1,32,3036.595499
310,FDB33,12.5,Low Fat,0.014509564,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4269.868894
311,FDI12,9.395,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,32,1343.770901
312,NCW42,18.2,Low Fat,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1,32,3953.630518
313,NCC06,19,Low Fat,0.027096298,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1854.158216
314,FDW02,4.805,Regular,0.037912667,Dairy,125.8704,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2370.007413
315,NCD43,8.85,Low Fat,0.016110572,Household,104.2964,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1663.42059
316,FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1153.721277
317,FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3475.015802
318,FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3157.754406
319,FDP52,18.7,Regular,0,Frozen Foods,231.201,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3941.625767
320,FDW20,20.75,Low Fat,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1783.949446
321,FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1519.844924
322,NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1666.761661
323,NCL54,12.6,Low Fat,0.082684949,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1,32,3163.153588
324,FDC05,13.1,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2577.202255
325,FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2863.057621
326,FDP03,12.5,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2928.719869
327,FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,Medium,Tier 3,Grocery Store,21,172.7944886
328,FDZ10,17.85,Low Fat,0,Snack Foods,127.502,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2155.06075
329,FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,15,858.0622721
330,FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,711.1250135
331,NCY30,12.5,Low Fat,0.045440803,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store,34,487.4635052
332,FDP58,11.1,Low Fat,0.135906738,Snack Foods,217.9482,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3562.125223
333,FDV49,10,Low Fat,0.025973288,Canned,264.3226,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4429.270666
334,FDY24,12.5,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,34,190.0389803
335,NCO55,12.8,Low Fat,0.091552173,Others,107.1938,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1647.631507
336,FDR13,9.895,Regular,0.028883289,Canned,116.6492,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1907.745655
337,FDS51,13.35,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,988.8816851
338,FDP26,7.785,Low Fat,0.139835844,Dairy,104.7306,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1313.876091
339,NCB54,12.5,Low Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3185.265783
340,FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3148.624127
341,FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2775.920312
342,DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,807.6256416
343,FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2899.791199
344,DRL01,19.5,Regular,0,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3491.485524
345,FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1470.4904
346,DRH13,12.5,Low Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2530.527885
347,FDA03,18.5,Regular,0.045720935,Dairy,145.6102,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2442.000097
348,FDF47,12.5,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4710.11109
349,FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2576.112333
350,FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1860.740515
351,NCA30,19,Low Fat,0.129596025,Household,190.5872,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3145.810585
352,FDO49,10.6,Regular,0.033024663,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,32,719.5851173
353,FDL04,12.5,Low Fat,0.195963464,Frozen Foods,105.1622,OUT019,1985,Small,Tier 1,Grocery Store,34,264.7753475
354,DRM48,15.2,Low Fat,0.112875322,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,15,833.3005219
355,FDR16,5.845,Regular,0.104930609,Frozen Foods,212.3218,OUT013,1987,High,Tier 3,Supermarket Type1,32,3329.268488
356,NCC19,6.57,Low Fat,0.097275225,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2865.404486
357,NCE42,21.1,Low Fat,0.010623794,Household,235.4958,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2830.208803
358,FDY24,4.88,Regular,0.134248297,Baking Goods,54.9298,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1179.73785
359,FDH19,19.35,Low Fat,0.033139916,Meat,175.4738,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2427.423146
360,FDJ46,11.1,Low Fat,0.044786137,Snack Foods,173.4054,OUT013,1987,High,Tier 3,Supermarket Type1,32,2641.425727
361,FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,1998,Medium,Tier 3,Grocery Store,21,597.421505
362,FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2258.853903
363,FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1587.830316
364,NCT30,9.1,Low Fat,0.080455726,Household,47.3718,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,764.4845619
365,DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,602.4089059
366,NCZ30,6.59,Low Fat,0.026291649,Household,121.7098,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1804.452043
367,FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1556.757549
368,FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1731.032521
369,FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1,32,2317.090454
370,FDM27,12.35,Regular,0,Meat,158.8946,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2523.716479
371,FDZ43,11,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4480.529024
372,FDT39,12.5,Regular,0.017277445,Meat,150.7366,OUT019,1985,Small,Tier 1,Grocery Store,34,362.3163507
373,NCC06,12.5,Low Fat,0.047249645,Household,126.7336,OUT019,1985,Small,Tier 1,Grocery Store,34,332.0361845
374,FDL15,12.5,Low Fat,0.046408928,Meat,153.5682,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3914.758929
375,FDL57,15.1,Regular,0.067456225,Snack Foods,257.5304,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4829.006631
376,FDU08,10.3,Low Fat,0.027315417,Fruits and Vegetables,98.7042,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1502.729715
377,FDK40,7.035,Low Fat,0.021972988,Frozen Foods,264.091,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3886.327677
378,FDQ12,12.65,Low Fat,0.059270332,Baking Goods,229.101,OUT010,1998,Medium,Tier 3,Grocery Store,21,495.5626877
379,FDS48,15.15,Low Fat,0.027936385,Baking Goods,151.1708,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2705.625736
380,FDP09,19.75,Low Fat,0.033958586,Snack Foods,212.0902,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3691.306209
381,FDW21,5.34,Regular,0.005973153,Snack Foods,99.0358,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1625.384095
382,FDY25,12,Low Fat,0.033968012,Canned,181.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3618.978881
383,DRE13,6.28,Low Fat,0.027861814,Soft Drinks,85.5198,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1431.969866
384,FDV43,12.5,Low Fat,0.134564284,Fruits and Vegetables,42.7086,OUT019,1985,Small,Tier 1,Grocery Store,34,173.6200956
385,FDD22,10,Low Fat,0.099851786,Snack Foods,111.7544,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1809.807222
386,FDM46,12.5,Low Fat,0.280083047,Snack Foods,92.712,OUT019,1985,Small,Tier 1,Grocery Store,34,300.7399195
387,NCO30,19.5,Low Fat,0.026320247,Household,184.9608,OUT010,1998,Medium,Tier 3,Grocery Store,21,461.5152914
388,FDM25,10.695,Regular,0.060665739,Breakfast,173.7712,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2622.173255
389,NCN41,17,Low Fat,0.052290474,Health and Hygiene,122.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2084.058877
390,FDU24,6.78,Regular,0.140447292,Baking Goods,93.312,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1973.077573
391,FDZ50,12.8,Regular,0.079076331,Dairy,183.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3169.920072
392,FDP45,15.7,Regular,0.030599358,Snack Foods,251.4724,OUT013,1987,High,Tier 3,Supermarket Type1,32,3822.796302
393,NCM54,17.7,Low Fat,0.051042366,Household,126.1678,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1785.990445
394,FDW10,12.5,Low Fat,0.123745045,Snack Foods,175.337,OUT019,1985,Small,Tier 1,Grocery Store,34,447.7627897
